City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Jati,PK,24.3539,68.2671,79.02,43,0,13.24,clear sky
346,Namatanai,PG,-3.6667,152.4333,80.11,79,100,6.58,light rain
347,Buin,CL,-33.7333,-70.75,80.01,15,0,11.5,clear sky
348,Codrington,AU,-38.2667,141.9667,53.31,90,79,7.78,broken clouds
349,Tarko-Sale,RU,64.9225,77.785,7.88,93,35,10.56,scattered clouds
350,Liverpool,GB,53.4106,-2.9779,44.01,87,90,17.27,overcast clouds
351,Shenjiamen,CN,29.9576,122.298,58.05,98,77,16.98,broken clouds
352,Bayonet Point,US,28.3267,-82.6834,86.0,62,100,5.01,overcast clouds
353,Camacupa,AO,-12.0167,17.4833,63.54,92,100,2.64,moderate rain
354,Henties Bay,NA,-22.116,14.2845,63.0,92,1,7.0,clear sky
355,Balakhninskiy,RU,58.0106,114.2769,14.72,95,100,2.1,overcast clouds
356,Yunyang,CN,33.4474,112.7142,51.4,92,61,1.54,broken clouds
357,Opuwo,NA,-18.0607,13.84,69.73,66,95,6.8,overcast clouds
358,Kununurra,AU,-15.7667,128.7333,75.2,100,70,3.51,broken clouds
359,Ruma,RS,45.0081,19.8222,46.0,49,0,6.91,clear sky
360,Verkhnyaya Inta,RU,65.9811,60.3094,14.09,95,100,7.65,light snow
361,Kijang,KR,35.2442,129.2139,46.4,76,0,3.44,clear sky
362,Buala,SB,-8.145,159.5921,82.45,79,40,10.45,light rain
363,Ballina,AU,-28.8667,153.5667,62.6,94,40,5.14,scattered clouds
364,Mani,CO,4.8172,-72.2886,86.86,50,70,8.75,broken clouds
365,Broome,US,42.2506,-75.833,57.2,51,90,26.46,overcast clouds
366,Bealanana,MG,-14.55,48.7333,65.12,96,100,0.83,light rain
367,Los Llanos De Aridane,ES,28.6585,-17.9182,69.8,52,75,3.44,broken clouds
368,Thaba Nchu,ZA,-29.2093,26.839,53.6,94,48,2.3,scattered clouds
369,Northam,GB,51.0333,-4.2167,46.99,85,100,18.01,overcast clouds
370,Novo Aripuana,BR,-5.1206,-60.3797,81.64,83,45,2.37,scattered clouds
371,Buckeye,US,33.3703,-112.5838,64.99,31,99,6.91,overcast clouds
372,Onega,RU,63.9061,38.1404,17.82,97,13,1.21,few clouds
373,Ostrovnoy,RU,68.0531,39.5131,19.27,83,71,13.27,broken clouds
374,Goderich,CA,43.7501,-81.7165,35.6,87,100,14.97,overcast clouds
375,Mayo,US,38.8876,-76.5119,80.6,22,1,16.11,clear sky
376,Margate,GB,51.3813,1.3862,42.01,81,100,1.99,overcast clouds
377,Balykshi,KZ,47.0667,51.8667,33.8,100,90,20.13,mist
378,Paamiut,GL,61.994,-49.6678,2.88,67,49,27.0,scattered clouds
379,Aksha,RU,50.2814,113.2867,28.33,73,100,3.74,light snow
380,Lagoa,PT,39.05,-27.9833,56.93,60,19,6.67,few clouds
381,Komsomolskiy,UZ,40.4272,71.7189,55.4,82,90,2.3,overcast clouds
382,Keuruu,FI,62.2667,24.7,35.6,87,0,6.91,clear sky
383,Jacksonville Beach,US,30.2947,-81.3931,89.6,69,20,20.71,few clouds
384,Penzance,GB,50.1186,-5.5371,42.8,81,75,21.85,broken clouds
385,Shakawe,BW,-18.3667,21.85,72.75,67,69,4.14,broken clouds
386,San Rafael,AR,-34.6177,-68.3301,64.47,39,40,10.49,scattered clouds
387,Kargopol,RU,61.5071,38.9456,31.23,96,100,1.7,overcast clouds
388,Rio Grande,BR,-32.035,-52.0986,77.0,88,75,5.75,light rain
389,Ekibastuz,KZ,51.6667,75.3667,22.55,87,100,8.84,overcast clouds
390,Kirksville,US,40.1948,-92.5833,55.0,58,75,3.44,broken clouds
391,Olinda,BR,-8.0089,-34.8553,80.6,65,75,14.97,broken clouds
392,Ajtos,BG,42.7,27.25,41.0,65,0,4.61,clear sky
393,Pozo Colorado,PY,-23.4923,-58.7972,90.82,40,98,5.26,overcast clouds
394,Guane,CU,22.2025,-84.0875,86.43,56,2,12.08,clear sky
395,Kavieng,PG,-2.5744,150.7967,81.39,77,100,8.39,moderate rain
396,Murgab,TM,37.4966,61.9714,64.4,68,90,9.22,light rain
397,Saint George,US,37.1041,-113.5841,60.01,33,40,9.31,scattered clouds
398,Rockport,US,28.0206,-97.0544,78.01,60,75,13.8,broken clouds
399,Egvekinot,RU,66.3167,-179.1667,-8.86,83,100,9.13,overcast clouds
400,Takoradi,GH,4.8845,-1.7554,80.33,83,58,6.53,broken clouds
401,Yelan,RU,50.949,43.7378,33.37,98,100,8.25,overcast clouds
402,Prince George,CA,53.9166,-122.753,43.0,60,90,10.36,overcast clouds
403,Ngerengere,TZ,-6.75,38.1167,71.6,94,75,1.74,moderate rain
404,Jizan,SA,17.3333,42.6667,80.6,65,0,4.61,clear sky
405,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,93.2,40,20,5.75,few clouds
406,Wundanyi,KE,-3.4019,38.364,63.64,83,70,2.42,light rain
407,Wahiawa,US,21.5028,-158.0236,80.6,69,75,3.44,broken clouds
408,Rabo De Peixe,PT,37.8,-25.5833,57.2,67,20,8.05,few clouds
409,Tomatlan,MX,19.9333,-105.25,86.2,27,93,9.62,overcast clouds
410,Mountain Home,US,43.133,-115.6912,51.8,35,1,25.32,clear sky
411,Soloneshnoye,RU,51.6544,84.3197,14.76,90,31,4.41,scattered clouds
412,Hoquiam,US,46.9809,-123.8893,51.01,71,90,12.66,overcast clouds
413,Junction City,US,39.0286,-96.8314,66.2,45,90,16.11,overcast clouds
414,Salinas,US,36.6777,-121.6555,66.2,32,1,9.22,clear sky
415,Gold Coast,AU,-28.0,153.4333,68.0,94,40,3.44,scattered clouds
416,Benghazi,LY,32.1167,20.0667,56.84,57,5,6.71,clear sky
417,Paracatu,BR,-17.2222,-46.8747,74.8,59,38,1.32,scattered clouds
418,Tura,IN,25.5198,90.2201,71.64,13,0,3.0,clear sky
419,Omboue,GA,-1.5746,9.2618,78.06,81,83,6.13,broken clouds
420,Tynda,RU,55.1667,124.7167,22.08,96,100,4.29,light snow
421,Lompoc,US,34.6391,-120.4579,63.0,63,1,16.11,clear sky
422,Ilulissat,GL,69.2167,-51.1,-9.4,49,1,2.3,clear sky
423,Saint-Francois,FR,46.4154,3.9054,51.01,87,0,3.44,clear sky
424,Katobu,ID,-4.9408,122.5276,75.74,91,100,2.17,overcast clouds
425,Virginia Beach,US,36.8529,-75.978,84.2,51,75,21.85,broken clouds
426,Mmathubudukwane,BW,-24.6,26.4333,60.8,67,0,5.75,clear sky
427,Kimberley,ZA,-28.7323,24.7623,59.0,82,28,2.3,scattered clouds
428,Zhigansk,RU,66.7697,123.3711,11.89,93,100,20.49,light snow
429,Ulladulla,AU,-35.35,150.4667,62.6,63,1,12.66,clear sky
430,Progreso,MX,21.2833,-89.6667,99.0,30,75,13.8,broken clouds
431,Winslow,US,35.0242,-110.6974,51.01,40,90,10.36,overcast clouds
432,Bulgan,MN,48.8125,103.5347,28.4,80,22,25.57,light snow
433,Chapais,CA,49.7834,-74.8492,32.0,59,75,12.66,broken clouds
434,Mitu,CO,1.1983,-70.1733,77.02,90,96,3.29,overcast clouds
435,Tombouctou,ML,20.0,-3.0,75.22,5,0,9.69,clear sky
436,Skagen,DK,57.7209,10.5839,46.0,88,92,17.0,overcast clouds
437,Republic,US,37.12,-93.4802,66.99,48,1,8.05,clear sky
438,Nouadhibou,MR,20.931,-17.0347,66.2,82,20,14.97,few clouds
439,Nizwa,OM,22.9333,57.5333,76.46,34,9,2.48,clear sky
440,Chadiza,ZM,-14.0678,32.4392,63.75,91,8,0.74,clear sky
441,Veinticinco De Mayo,AR,-35.4323,-60.1727,66.99,89,100,3.0,overcast clouds
442,Saucillo,MX,28.0167,-105.2833,83.12,3,0,13.8,clear sky
443,Lima,PE,-12.0432,-77.0282,75.2,64,0,9.22,clear sky
444,Taltal,CL,-25.4,-70.4833,68.29,70,24,6.67,few clouds
445,Calvinia,ZA,-31.4707,19.776,55.63,76,0,8.81,clear sky
446,Andros Town,BS,24.7,-77.7667,82.4,65,40,11.5,scattered clouds
447,Eston,CA,51.1501,-108.7514,35.6,74,90,14.97,light snow
448,Makakilo City,US,21.3469,-158.0858,80.6,61,40,3.44,scattered clouds
449,Tlacotepec,MX,20.0667,-97.8667,80.38,30,23,8.3,few clouds
450,East Liverpool,US,40.6187,-80.5773,55.99,62,90,12.66,overcast clouds
451,Tezu,IN,27.9167,96.1667,68.67,21,10,4.88,clear sky
452,Aswan,EG,24.0934,32.907,65.17,28,3,18.45,clear sky
453,Hongjiang,CN,27.11,109.9956,65.05,98,100,0.92,overcast clouds
454,Svetlogorsk,BY,52.6333,29.7333,38.62,89,68,5.19,broken clouds
455,Linqiong,CN,30.4159,103.4609,57.2,88,0,1.68,clear sky
456,Mitsamiouli,KM,-11.3847,43.2844,82.42,74,1,4.36,clear sky
457,Astoria,US,46.1879,-123.8313,51.8,58,90,9.22,overcast clouds
458,Chazuta,PE,-6.5742,-76.1367,89.6,55,40,3.44,scattered clouds
459,Litovko,RU,49.2361,135.1742,29.25,85,93,3.85,snow
460,Korcula,HR,42.9622,17.1369,48.2,66,0,3.44,clear sky
461,Brae,GB,60.3964,-1.353,42.8,75,20,19.57,few clouds
462,Puerto Colombia,CO,10.9878,-74.9547,87.8,58,0,14.97,clear sky
463,Kendari,ID,-3.945,122.4989,75.42,92,100,3.89,overcast clouds
464,Gornopravdinsk,RU,60.05,69.9,32.13,98,100,3.87,overcast clouds
465,Wanning,CN,18.8003,110.3967,71.55,88,49,2.73,scattered clouds
466,Paracuru,BR,-3.41,-39.0306,80.01,71,100,4.0,overcast clouds
467,Iqaluit,CA,63.7506,-68.5145,-13.0,64,1,17.27,clear sky
468,Carballo,ES,43.213,-8.691,48.0,89,51,3.71,broken clouds
469,Salalah,OM,17.0151,54.0924,78.8,27,0,3.44,clear sky
470,Pemberton,CA,50.3164,-122.8027,46.4,57,75,5.75,broken clouds
471,Katangli,RU,51.7102,143.2326,6.98,99,91,3.2,overcast clouds
472,Bakel,SN,14.905,-12.4568,91.83,12,0,9.84,clear sky
473,Salinopolis,BR,-0.6136,-47.3561,73.85,93,100,1.5,overcast clouds
474,Vilhena,BR,-12.7406,-60.1458,77.0,73,40,13.8,scattered clouds
475,Pekalongan,ID,-6.8886,109.6753,77.86,83,50,4.18,light rain
476,Sabha,LY,27.0377,14.4283,57.07,31,0,9.8,clear sky
477,Vallenar,CL,-28.5708,-70.7581,81.34,27,0,7.31,clear sky
478,Huarmey,PE,-10.0681,-78.1522,74.66,73,24,10.83,few clouds
479,Lady Frere,ZA,-31.7031,27.2329,59.85,60,51,3.91,broken clouds
480,Mareeba,AU,-17.0,145.4333,77.0,94,70,3.44,broken clouds
481,Abu Dhabi,AE,24.4667,54.3667,84.2,32,0,4.61,clear sky
482,Alta Floresta,BR,-9.8756,-56.0861,89.6,51,40,2.3,scattered clouds
483,Bowen,AU,-20.0167,148.2333,73.4,94,34,6.91,scattered clouds
484,Labuhan,ID,-6.8844,112.2051,77.94,88,99,5.03,overcast clouds
485,Kalininsk,RU,51.5,44.4758,33.64,98,100,8.5,overcast clouds
486,Te Anau,NZ,-45.4167,167.7167,55.31,79,100,1.97,overcast clouds
487,Nykoping,SE,58.753,17.0079,41.0,87,0,5.75,clear sky
488,Solnechnyy,RU,50.7214,136.6319,20.55,94,45,3.8,scattered clouds
489,Ampanihy,MG,-24.7,44.75,72.12,86,0,3.74,clear sky
490,Tromso,NO,69.6496,18.957,37.4,56,0,6.91,clear sky
491,Araua,BR,-11.2622,-37.6197,82.4,61,40,10.36,scattered clouds
492,Codajas,BR,-3.8367,-62.0569,82.31,81,28,2.44,scattered clouds
493,Koundara,GN,12.4833,-13.3,91.27,12,16,6.73,few clouds
494,Clifton Springs,AU,-38.15,144.5667,59.0,82,90,8.05,overcast clouds
495,Qaqortoq,GL,60.7167,-46.0333,12.2,40,1,6.91,clear sky
496,Pingzhuang,CN,42.0372,119.2889,43.21,88,84,2.19,broken clouds
497,Banjar,ID,-8.19,114.9675,78.8,89,20,1.14,few clouds
498,Lebyazhye,RU,55.2689,66.4947,14.58,93,99,3.56,overcast clouds
499,Zhezkazgan,KZ,47.8043,67.7144,34.86,99,100,10.07,overcast clouds
500,Palampur,IN,32.1167,76.5333,58.26,42,0,7.23,clear sky
501,Igarka,RU,67.4667,86.5833,24.24,95,99,13.51,light snow
502,Taksimo,RU,56.3444,114.8794,17.89,94,100,2.24,overcast clouds
503,Nome,US,64.5011,-165.4064,10.99,79,90,10.36,light snow
504,Vangaindrano,MG,-23.35,47.6,72.84,91,13,4.94,moderate rain
505,Santa Isabel,BR,-23.3156,-46.2214,87.8,57,75,10.36,heavy intensity rain
506,Mount Gambier,AU,-37.8333,140.7667,53.6,94,75,8.05,mist
507,Chumikan,RU,54.7183,135.315,10.49,97,97,0.58,overcast clouds
508,Eureka,US,40.8021,-124.1637,57.0,64,0,5.01,clear sky
509,Sambava,MG,-14.2667,50.1667,77.2,90,100,4.65,overcast clouds
510,Srednekolymsk,RU,67.45,153.6833,-18.69,98,58,3.56,broken clouds
511,Changzhou,CN,31.7833,119.9667,62.01,99,100,5.39,light rain
512,Capitan Bado,PY,-23.2667,-55.5333,84.36,50,41,4.97,scattered clouds
513,Sayansk,RU,54.1088,102.1648,25.29,89,100,13.13,overcast clouds
514,Arlit,NE,18.7369,7.3853,70.52,11,0,16.33,clear sky
515,Goundi,TD,9.3627,17.366,87.67,37,100,3.02,overcast clouds
516,Namanga,KE,-2.5433,36.7905,67.44,74,100,5.06,light rain
517,Las Choapas,MX,17.9333,-94.0833,86.0,58,20,12.66,smoke
518,Hualmay,PE,-11.0964,-77.6139,73.94,73,34,9.69,scattered clouds
519,Dongying,CN,37.4564,118.4856,50.86,81,100,7.49,moderate rain
520,Berlevag,NO,70.8578,29.0864,33.8,64,0,29.93,clear sky
521,Maturin,VE,9.75,-63.1767,87.94,43,100,11.16,overcast clouds
522,Oktyabrskoye,RU,43.0645,44.7417,39.2,81,95,4.47,overcast clouds
523,Huancabamba,PE,-5.2386,-79.4506,63.61,96,98,3.42,moderate rain
524,Iralaya,HN,15.0,-83.2333,82.47,66,15,13.73,few clouds
525,Cotonou,BJ,6.3654,2.4183,84.2,79,40,12.66,scattered clouds
526,Kathmandu,NP,27.7167,85.3167,57.2,62,20,2.89,haze
527,Brasilia De Minas,BR,-16.2064,-44.4333,77.25,42,19,2.01,few clouds
528,Doha,QA,25.2867,51.5333,81.0,57,0,2.3,clear sky
529,Bonthe,SL,7.5264,-12.505,79.43,85,5,7.87,clear sky
530,Sakete,BJ,6.7362,2.6587,84.2,79,40,12.66,scattered clouds
531,Kinlochleven,GB,56.7115,-4.9661,37.99,91,99,4.0,moderate rain
532,Nabire,ID,-3.3667,135.4833,75.9,90,99,1.59,overcast clouds
533,Clearwater,US,27.9659,-82.8001,84.0,57,1,11.5,clear sky
534,Zlobin,HR,45.2924,14.6541,48.2,87,0,3.44,clear sky
535,Ambovombe,MG,-25.1667,46.0833,73.92,83,3,2.37,clear sky
536,Itoman,JP,26.1247,127.6694,69.8,78,20,14.97,few clouds
537,Chateaubelair,VC,13.2833,-61.25,80.6,78,75,16.11,broken clouds
538,Mogadishu,SO,2.0371,45.3438,79.77,72,75,19.28,broken clouds
539,Kaspiysk,RU,42.8816,47.6392,39.0,81,93,6.71,overcast clouds
540,Bahadurganj,IN,26.2667,87.8167,71.02,14,0,5.08,clear sky
541,Kropotkin,RU,45.4375,40.5756,37.0,90,100,5.79,light rain
542,New Haven,US,41.4001,-72.9329,69.8,72,1,13.8,clear sky
543,Golkoy,TR,40.6875,37.6178,39.2,93,75,3.44,broken clouds
544,Moron,AR,-34.6534,-58.6198,75.2,83,75,2.3,broken clouds
545,Sinnamary,GF,5.3833,-52.95,79.43,78,30,12.01,scattered clouds
546,Medina Del Campo,ES,41.3124,-4.9141,54.0,65,0,10.36,clear sky
547,Mednogorsk,RU,51.4128,57.595,25.88,97,100,4.34,light snow
548,Nanortalik,GL,60.1432,-45.2371,11.88,65,51,17.16,broken clouds
549,Gizo,SB,-8.103,156.8419,83.17,74,84,7.0,broken clouds
550,Malatya,TR,38.5,38.0,35.6,55,75,11.5,broken clouds
551,Soyo,AO,-6.1349,12.3689,78.85,80,99,3.42,overcast clouds
552,Luang Prabang,LA,19.8856,102.1347,74.8,61,41,1.57,scattered clouds
553,Clyde River,CA,70.4692,-68.5914,-9.4,70,75,4.61,broken clouds
554,Cumbum,IN,9.7333,77.3,72.54,81,44,1.21,scattered clouds
555,Chalmette,US,29.9427,-89.9634,82.4,69,90,11.5,overcast clouds
556,Flin Flon,CA,54.7682,-101.865,23.0,54,40,8.05,scattered clouds
557,Katsuura,JP,35.1333,140.3,50.0,57,0,13.8,clear sky
558,Liberal,US,37.0431,-100.921,69.8,23,40,24.16,scattered clouds
559,Camacha,PT,33.0833,-16.3333,64.4,88,40,13.8,scattered clouds
560,San Angelo,US,31.4638,-100.437,86.0,14,1,18.41,clear sky
561,Wattegama,LK,6.7989,81.4808,74.5,89,100,3.18,moderate rain
562,Huilong,CN,31.8111,121.655,63.0,92,99,5.01,moderate rain
563,Keta,GH,5.9179,0.9879,84.2,74,20,9.22,few clouds
564,Krasnoarmeyskoye,RU,52.7182,50.0322,26.02,97,94,9.26,overcast clouds
565,Jacareacanga,BR,-6.2222,-57.7528,89.6,62,40,3.44,scattered clouds
566,Presov,SK,49.1667,21.25,41.0,65,46,3.11,scattered clouds
567,Waingapu,ID,-9.6567,120.2641,76.98,84,99,5.21,overcast clouds
568,Vao,NC,-22.6667,167.4833,77.94,75,9,13.02,clear sky
569,Maragogipe,BR,-12.7778,-38.9194,84.2,58,40,10.36,scattered clouds
570,Pangkalanbuun,ID,-2.6833,111.6167,74.7,93,100,1.39,overcast clouds
571,Rawson,AR,-43.3002,-65.1023,64.35,49,1,9.17,clear sky
572,Chepareria,KE,1.3077,35.2039,63.63,41,99,5.37,overcast clouds
573,Praia,CV,14.9215,-23.5087,69.8,73,20,25.32,few clouds
574,Singaraja,ID,-8.112,115.0882,78.85,81,100,3.89,overcast clouds
575,Toamasina,MG,-18.1667,49.3833,78.8,89,75,2.3,moderate rain
576,Havoysund,NO,70.9963,24.6622,37.4,69,0,20.71,clear sky
577,Kambove,CD,-10.8764,26.5969,61.61,96,100,3.69,overcast clouds
578,Santa Fe,AR,-31.6333,-60.7,75.99,67,87,7.0,overcast clouds
579,Pestravka,RU,52.405,49.9583,20.14,98,59,8.72,broken clouds
580,Shintomi,JP,32.0785,131.4723,51.57,54,3,4.47,clear sky
581,Sao Sepe,BR,-30.1606,-53.5653,73.4,94,75,5.75,light rain
582,Bosobolo,CD,4.1833,19.9,69.98,87,100,2.93,overcast clouds
583,Lata,PT,40.1629,-8.3327,55.0,86,6,7.0,clear sky
584,Zhuhai,CN,22.2769,113.5678,75.0,94,75,4.61,broken clouds
585,Dong Hoi,VN,17.4833,106.6,72.18,96,100,2.04,overcast clouds
586,Semey,KZ,50.4111,80.2275,17.96,93,100,6.24,overcast clouds
587,Noumea,NC,-22.2763,166.4572,80.01,78,90,5.75,overcast clouds
588,Luderitz,NA,-26.6481,15.1594,63.16,79,0,8.66,clear sky
589,Hastings,GB,50.8552,0.5729,44.01,70,96,3.0,overcast clouds
590,Fez,MA,34.0372,-4.9998,57.2,72,0,2.3,clear sky
591,Kachiry,KZ,53.0675,76.1036,14.59,93,81,7.54,broken clouds
592,Boddam,GB,57.4667,-1.7833,37.99,70,52,6.91,broken clouds
593,Desaguadero,PE,-16.5656,-69.0417,55.96,51,26,11.86,light rain
594,Rumoi,JP,43.9344,141.6428,31.08,70,27,2.51,scattered clouds
595,Payson,US,40.0444,-111.7321,46.4,57,75,17.27,broken clouds
596,Barra Da Estiva,BR,-13.6261,-41.3269,72.59,32,4,2.46,clear sky
597,Cockburn Town,TC,21.4612,-71.1419,77.54,74,0,19.71,clear sky
598,Jieshi,CN,22.8134,115.8257,71.01,75,100,7.02,overcast clouds
599,Constitucion,CL,-35.3333,-72.4167,66.36,54,0,16.44,clear sky
600,Ayorou,NE,14.7308,0.9174,85.64,10,4,12.82,clear sky
601,Chekhov,RU,55.1431,37.4711,39.2,81,40,6.71,light rain
602,Mahibadhoo,MV,3.7833,72.9667,83.17,75,100,12.77,overcast clouds
603,Kingsville,US,27.5159,-97.8561,87.8,51,20,9.22,few clouds
604,Kaeo,NZ,-35.1,173.7833,68.0,83,95,8.01,overcast clouds
605,Innisfail,AU,-17.5333,146.0333,75.69,91,56,4.16,broken clouds
606,Tambura,SS,5.6,27.4667,69.04,87,100,6.04,overcast clouds
607,Homer,US,59.6425,-151.5483,33.8,69,20,8.05,few clouds
608,Westport,US,41.1415,-73.3579,80.6,72,20,11.5,haze
609,Bay Roberts,CA,47.5999,-53.2648,48.2,81,75,17.27,broken clouds
610,Lingao,CN,19.9103,109.6859,71.71,83,25,9.66,scattered clouds
611,Tautira,PF,-17.7333,-149.15,87.8,62,20,5.75,light rain
612,Maragogi,BR,-9.0122,-35.2225,77.41,85,73,6.87,broken clouds
613,Poya,NC,-21.35,165.15,79.75,69,3,3.49,clear sky
614,Karasburg,NA,-28.0167,18.75,61.18,54,0,12.39,clear sky
615,Cascais,PT,38.6979,-9.4215,57.99,71,0,12.66,clear sky
616,Valentin Gomez Farias,MX,28.2167,-106.5833,68.0,9,0,10.0,clear sky
617,Xuddur,SO,4.1213,43.8894,75.65,38,7,14.88,clear sky
618,Esil,KZ,51.9556,66.4042,27.39,97,100,8.28,snow
619,Jaciara,BR,-15.9653,-54.9683,80.78,67,9,4.16,clear sky
620,Artesia,US,33.8658,-118.0831,69.01,45,1,8.05,clear sky
621,Batemans Bay,AU,-35.7167,150.1833,55.99,94,1,1.99,clear sky
622,Bria,CF,6.5423,21.9863,69.44,88,93,5.35,overcast clouds
623,Baoning,CN,25.3378,110.026,64.4,100,90,2.24,fog
624,Inongo,CD,-1.95,18.2667,72.86,92,100,0.87,light rain
625,Paita,PE,-5.0892,-81.1144,84.2,54,0,11.5,clear sky
626,Riyadh,SA,24.6877,46.7219,87.8,13,0,10.36,clear sky
627,Cayenne,GF,4.9333,-52.3333,84.2,70,75,12.66,broken clouds
628,Nefteyugansk,RU,61.0998,72.6035,33.8,80,0,6.71,clear sky
629,Angoche,MZ,-16.2325,39.9086,77.94,76,5,4.43,clear sky
630,Avera,US,33.194,-82.5271,66.2,79,90,9.22,moderate rain
631,Black River,JM,18.0264,-77.8487,84.2,70,20,18.41,few clouds
632,Praia Da Vitoria,PT,38.7333,-27.0667,60.8,63,20,6.17,few clouds
633,Sibolga,ID,1.7427,98.7792,77.05,90,100,4.05,overcast clouds
634,Marsh Harbour,BS,26.5412,-77.0636,77.05,70,28,11.34,scattered clouds
635,Oranjemund,NA,-28.55,16.4333,61.63,82,0,2.33,clear sky
636,Cochrane,CA,51.1834,-114.4687,36.0,74,1,5.75,clear sky
637,Warri,NG,5.5167,5.75,79.79,76,3,6.49,clear sky
638,Sabang,ID,5.8933,95.3214,83.41,73,98,15.97,heavy intensity rain
639,Birjand,IR,32.8663,59.2211,69.8,17,93,4.61,overcast clouds
640,Chapaevsk,RU,52.9813,49.7112,28.4,74,0,6.71,clear sky
641,Ishigaki,JP,24.3448,124.1572,72.97,83,2,19.53,clear sky
642,Kieta,PG,-6.2167,155.6333,80.76,84,100,6.26,moderate rain
643,Lorengau,PG,-2.0226,147.2712,79.84,82,100,5.14,overcast clouds
644,New Ross,IE,52.3967,-6.9367,39.99,75,20,11.5,few clouds
645,Sur,OM,22.5667,59.5289,79.23,53,93,7.05,overcast clouds
646,Sept-Iles,CA,50.2001,-66.3821,36.0,48,100,12.66,overcast clouds
647,Isla Mujeres,MX,21.2311,-86.731,86.0,62,75,18.41,broken clouds
648,Gorontalo,ID,0.5412,123.0595,74.08,95,100,3.51,light rain
649,Povenets,RU,62.8487,34.8262,32.68,98,100,1.01,overcast clouds
650,Antofagasta,CL,-23.65,-70.4,73.0,68,40,18.41,scattered clouds
651,Aquiraz,BR,-3.9014,-38.3911,80.6,74,75,3.44,broken clouds
652,Ngozi,BI,-2.9075,29.8306,55.6,95,95,3.44,overcast clouds
653,Socorro,US,31.6546,-106.3033,69.8,14,1,6.91,clear sky
654,Yumen,CN,40.2833,97.2,46.62,21,33,11.79,scattered clouds
655,Puerto Escondido,MX,15.85,-97.0667,84.2,84,1,4.61,clear sky
656,Juba,SS,4.8517,31.5825,78.06,63,100,9.66,overcast clouds
657,Elko,US,41.0002,-115.5012,46.99,42,3,11.99,clear sky
658,Petapa,GT,14.5028,-90.5517,80.6,44,75,13.8,broken clouds
659,Zapolyarnyy,RU,69.4154,30.8136,26.6,68,0,12.66,clear sky
660,Korla,CN,41.7597,86.1469,55.6,29,100,3.11,overcast clouds
661,Holetown,BB,13.1867,-59.6381,80.6,57,20,23.02,few clouds
662,Sao Vicente,BR,-23.9631,-46.3919,84.0,78,90,6.91,overcast clouds
663,Salina Cruz,MX,16.1667,-95.2,85.51,55,5,11.77,clear sky
664,Kantunilkin,MX,21.0917,-87.45,86.0,62,75,18.41,broken clouds
665,Nioro,GM,13.35,-15.75,90.66,21,17,2.91,few clouds
666,Pahrump,US,36.2083,-115.9839,61.0,21,0,8.99,clear sky
667,Negombo,LK,7.2083,79.8358,77.0,94,20,2.3,few clouds
668,Zwedru,LR,6.0667,-8.1281,75.72,89,38,3.13,scattered clouds
669,Madras,IN,13.0878,80.2785,80.6,83,20,2.3,few clouds
670,Bilibino,RU,68.0546,166.4372,-19.08,99,97,1.05,overcast clouds
671,Nuuk,GL,64.1835,-51.7216,-2.0,55,20,23.02,snow
672,Mayumba,GA,-3.432,10.6554,78.96,80,100,6.15,overcast clouds
673,Port Shepstone,ZA,-30.7414,30.455,70.16,84,98,8.12,overcast clouds
674,Kargil,IN,34.5667,76.1,24.37,46,12,4.27,few clouds
675,Ovsyanka,RU,55.9575,92.5519,26.6,74,40,8.95,scattered clouds
676,Vargem Grande,BR,-3.5431,-43.9158,74.34,95,98,2.95,heavy intensity rain
677,Palmares Do Sul,BR,-30.2578,-50.5097,77.76,74,99,3.8,light rain
678,Gazojak,TM,41.1875,61.4036,56.23,55,72,9.62,broken clouds
679,Greece,US,43.2098,-77.6931,46.0,81,90,21.85,overcast clouds
680,Laguna,US,38.421,-121.4238,71.01,19,1,13.8,clear sky
681,Toribio,CO,2.9548,-76.2684,84.2,58,40,18.41,scattered clouds
682,Bahir Dar,ET,11.5936,37.3908,72.54,15,3,3.53,clear sky
683,Zhangye,CN,38.9342,100.4517,46.29,15,41,5.99,scattered clouds
684,Pavlodar,KZ,52.3,76.95,19.4,86,0,11.18,clear sky
685,Warrnambool,AU,-38.3833,142.4833,55.99,90,98,5.01,overcast clouds
686,Shelabolikha,RU,53.4131,82.6167,23.0,74,75,4.47,broken clouds
687,San Patricio,US,28.017,-97.5169,81.0,50,20,12.66,few clouds
688,Imaculada,BR,-7.3897,-37.5092,75.42,57,81,6.46,broken clouds
689,College,US,64.8569,-147.8028,25.0,80,90,5.75,light snow
690,Zuwarah,LY,32.9312,12.082,58.15,55,0,10.22,clear sky
691,North Bend,US,43.4065,-124.2243,57.0,66,1,19.57,clear sky
692,Alugan,PH,12.2188,125.4808,79.07,82,98,10.02,overcast clouds
693,Sioux Lookout,CA,50.1001,-91.917,37.4,48,90,10.36,overcast clouds
694,Metro,ID,-5.1131,105.3067,74.39,93,100,3.02,overcast clouds
695,Canyon,US,34.9803,-101.9188,68.0,18,0,7.0,clear sky
